customer_id,age group,cltv,customer_status,churn_category,churn_reason,monthly_ charges,total_revenue
5498-TXHLF,36-50,3358,Churned,Price,Extra data charges,87.45,4260.67
9974-JFBHQ,20-35,4590,Stayed,Not Applicable,N/A,99.15,7605.44
5499-ECUTN,36-50,3404,Stayed,Not Applicable,N/A,66.05,3369.77
5501-TVMGM,20-35,3255,Joined,Not Applicable,N/A,55.25,154.44
5502-RLUYV,36-50,4283,Churned,Competitor,Competitor made better offer,103.95,10013.7
5504-WSIUR,36-50,5327,Stayed,Not Applicable,N/A,90.25,7423.95
5510-BOIUJ,20-35,5437,Churned,Attitude,Attitude of service provider,19.25,32.06
5515-AKOAJ,36-50,5763,Churned,Dissatisfaction,Service dissatisfaction,100.1,7699.72
5515-IDEJJ,36-50,5441,Churned,Competitor,Competitor made better offer,19.9,65.67
5519-NPHVG,51-65,3975,Churned,Price,Price too high,94.2,1311.71
5519-YLDGW,51-65,3769,Churned,Dissatisfaction,Limited range of services,103.9,2279.61
5520-FVEWJ,20-35,4154,Churned,Competitor,Competitor had better devices,84.5,1404.46
5522-JBWMO,51-65,4020,Joined,Not Applicable,N/A,44,59.66
5522-NYKPB,20-35,3153,Stayed,Not Applicable,N/A,85.9,2493.8
5527-ACHSO,36-50,5541,Stayed,Not Applicable,N/A,70.5,1353.01
5536-RTPWK,51-65,5157,Churned,Competitor,Competitor offered higher download speeds,99.05,5843.03
5536-SLHPM,36-50,4398,Churned,Competitor,Competitor made better offer,77.75,5525.7
5539-HIVAK,Over 65,3136,Stayed,Not Applicable,N/A,25.7,1450.56
5539-TMZLF,Over 65,5057,Churned,Competitor,Competitor had better devices,69.75,103.59
5542-DHSXL,36-50,3475,Stayed,Not Applicable,N/A,54.7,262.13
5542-TBBWB,36-50,3358,Joined,Not Applicable,N/A,69.9,89.26
5543-QDCRY,36-50,5344,Stayed,Not Applicable,N/A,56.4,317.89
5546-BYZSM,51-65,2839,Stayed,Not Applicable,N/A,20.45,1410.28
5550-VFRLC,Over 65,5056,Churned,Dissatisfaction,Limited range of services,69.85,153.3
5552-ZNFSJ,36-50,4568,Churned,Other,Poor expertise of online support,45.3,79.67
5561-NWEVX,Over 65,4225,Churned,Price,Price too high,79.2,208.31
5564-NEMQO,Over 65,4902,Churned,Dissatisfaction,Network reliability,75.3,130.39
5565-FILXA,Over 65,5913,Churned,Other,Don't know,96.15,2149.2
5567-WSELE,Over 65,3019,Churned,Competitor,Competitor had better devices,94.6,376.48
5568-DMXZS,36-50,5227,Stayed,Not Applicable,N/A,65.45,853.41
5569-KGJHX,51-65,2445,Churned,Dissatisfaction,Service dissatisfaction,85.35,932.54
5572-ZDXHY,20-35,5313,Churned,Competitor,Competitor had better devices,84.3,2495.19
5583-EJXRD,Under 20,4896,Stayed,Not Applicable,N/A,54.05,2327.75
5583-SXDAG,36-50,4094,Churned,Other,Don't know,70,99.15
5590-BYNII,51-65,4152,Churned,Other,Don't know,100.75,2885.46
5590-ZSKRV,51-65,5614,Stayed,Not Applicable,N/A,54.65,792.49
5597-GLBUC,36-50,4931,Churned,Price,Lack of affordable download/upload speed,85.45,108.42
5599-HVLTW,Over 65,3276,Stayed,Not Applicable,N/A,80.35,1128.15
5600-KTXFM,36-50,5010,Joined,Not Applicable,N/A,69.95,202.1
5605-XNWEN,Over 65,4055,Stayed,Not Applicable,N/A,25,3860.9
5609-CEBID,Over 65,2666,Churned,Competitor,Competitor had better devices,94.1,2837
5616-PRTNT,20-35,3785,Churned,Attitude,Attitude of support person,19.4,830.1
5619-PTMIK,20-35,3358,Stayed,Not Applicable,N/A,53.1,4517.84
5624-BQSSA,Under 20,4285,Churned,Price,Long distance charges,20.95,61.43
5624-RYAMH,36-50,4283,Stayed,Not Applicable,N/A,19.5,601.31
5626-MGTUK,36-50,3027,Stayed,Not Applicable,N/A,89.1,2388.42
5628-FCGYG,36-50,4649,Stayed,Not Applicable,N/A,84.1,2767.5
5630-AHZIL,51-65,5613,Joined,Not Applicable,N/A,64.5,356.05
5630-IXDXV,51-65,3723,Stayed,Not Applicable,N/A,106.35,5532.48
5642-MHDQT,51-65,4836,Stayed,Not Applicable,N/A,19.85,1626.33
5644-PDMZC,Over 65,2065,Churned,Attitude,Attitude of support person,89.5,256.44
5647-FXOTP,Over 65,5084,Stayed,Not Applicable,N/A,105.9,8713.85
5649-RXQTV,20-35,5787,Stayed,Not Applicable,N/A,99,7196.98
5649-TJHOV,Over 65,4564,Churned,Dissatisfaction,Product dissatisfaction,36.5,1062
5650-YLIBA,51-65,3031,Stayed,Not Applicable,N/A,81.15,3944.1
5651-CPDND,36-50,3903,Stayed,Not Applicable,N/A,46,627.2
5651-YLPRD,36-50,4970,Stayed,Not Applicable,N/A,86.1,3706.87
5652-MSDEY,36-50,4525,Stayed,Not Applicable,N/A,75.75,1175.8
5655-JSMZM,Over 65,5904,Churned,Attitude,Attitude of support person,96.2,6303.89
5666-CYCYZ,20-35,5352,Stayed,Not Applicable,N/A,89.55,2693.03
5669-SRAIP,51-65,2863,Churned,Competitor,Competitor offered higher download speeds,39.5,171.48
5671-RQRLP,Over 65,4181,Stayed,Not Applicable,N/A,75.65,6566.63
5673-FSSMF,Under 20,4611,Churned,Attitude,Attitude of support person,60.15,113.63
5680-LQOGP,20-35,5308,Stayed,Not Applicable,N/A,82.45,6747.08
5681-LLOEI,51-65,5884,Stayed,Not Applicable,N/A,91.25,5803.77
5685-IIXLY,51-65,4565,Churned,Competitor,Competitor offered higher download speeds,83.6,414.76
5687-DKDTV,20-35,5984,Churned,Attitude,Attitude of support person,20.35,228.14
5688-KZTSN,51-65,4672,Churned,Competitor,Competitor made better offer,20,755.15
5692-FPTAH,20-35,2168,Churned,Dissatisfaction,Network reliability,45.4,83.71
5692-ICXLW,Over 65,3493,Stayed,Not Applicable,N/A,90.7,4393.16
5696-JVVQY,51-65,5476,Stayed,Not Applicable,N/A,70.1,3482
5696-QURRL,20-35,2644,Churned,Dissatisfaction,Network reliability,45.05,128.89
5697-GOMBF,Over 65,5444,Stayed,Not Applicable,N/A,35.9,1013.65
5698-BQJOH,36-50,5571,Churned,Price,Price too high,94.4,1102.14
5701-SVCWR,36-50,2559,Joined,Not Applicable,N/A,24,56.95
5701-ZIKJE,20-35,5530,Stayed,Not Applicable,N/A,50.55,1052.1
5702-SKUOB,20-35,4580,Stayed,Not Applicable,N/A,19.6,210.01
5707-ORNDZ,Over 65,4656,Churned,Dissatisfaction,Network reliability,54.55,516.1
5712-AHQNN,36-50,3826,Stayed,Not Applicable,N/A,91.65,5095.75
5712-PTIWW,36-50,3280,Churned,Dissatisfaction,Service dissatisfaction,79.85,184.73
5716-LIBJC,20-35,2810,Stayed,Not Applicable,N/A,104.15,1452.21
5729-KLZAR,20-35,2961,Churned,Competitor,Competitor had better devices,80.85,519.87
5730-RIITO,Over 65,4757,Stayed,Not Applicable,N/A,33.45,1540.25
5736-YEJAX,20-35,5189,Stayed,Not Applicable,N/A,79.45,7407.6
5747-PMBSQ,Over 65,2415,Churned,Competitor,Competitor made better offer,92.5,1145.3
5760-FXFVO,51-65,4093,Stayed,Not Applicable,N/A,78.95,672.07
5760-IFJOZ,51-65,3449,Joined,Not Applicable,N/A,107.95,456.1
5766-ZJYBB,51-65,4152,Churned,Dissatisfaction,Service dissatisfaction,19.4,22.54
5774-XZTQC,20-35,4484,Stayed,Not Applicable,N/A,20.45,191.63
5780-INQIK,51-65,2907,Stayed,Not Applicable,N/A,49.4,575.45
5792-JALQC,Over 65,5085,Stayed,Not Applicable,N/A,59.85,4852.09
5797-APWZC,36-50,2540,Churned,Competitor,Competitor offered higher download speeds,90.6,122.28
5804-HYIEZ,36-50,4583,Stayed,Not Applicable,N/A,106.05,10373.65
5832-EXGTT,20-35,5517,Stayed,Not Applicable,N/A,60.2,1875.04
5842-POCOP,36-50,4356,Churned,Competitor,Competitor offered higher download speeds,88.9,662
5804-LEPIM,Over 65,2671,Churned,Other,Don't know,70.35,165.39
5868-YTYKS,20-35,2448,Joined,Not Applicable,N/A,20.25,67.5
5899-MQZZL,20-35,2189,Churned,Competitor,Competitor offered higher download speeds,75,1077.84
5906-BFOZT,51-65,3753,Joined,Not Applicable,N/A,19.5,27.52
5939-XAIXZ,51-65,3367,Stayed,Not Applicable,N/A,56.1,1734.62
5815-HGGHV,36-50,5969,Stayed,Not Applicable,N/A,64.15,2050.05
5955-EPOAZ,36-50,5554,Stayed,Not Applicable,N/A,20.95,368.64
5996-DAOQL,20-35,2184,Joined,Not Applicable,N/A,20.45,62.62
6034-YMTOB,51-65,2296,Stayed,Not Applicable,N/A,75.65,548.2
6112-KTHFQ,36-50,5917,Stayed,Not Applicable,N/A,19.3,556.98
6121-VZNQB,20-35,5890,Churned,Competitor,Competitor made better offer,19.1,53.89
6127-IYJOZ,Over 65,5715,Joined,Not Applicable,N/A,45.85,86.23
6131-JLWZM,20-35,5332,Stayed,Not Applicable,N/A,20.3,561.53
6137-NICCO,36-50,3083,Stayed,Not Applicable,N/A,94.05,766.49
6140-QNRQQ,36-50,5739,Churned,Competitor,Competitor had better devices,71.55,88.82
5828-DWPIL,Over 65,4415,Stayed,Not Applicable,N/A,89.1,5913.42
6184-DYUOB,20-35,2941,Joined,Not Applicable,N/A,19.6,180.95
6231-WFGFH,36-50,5053,Stayed,Not Applicable,N/A,20.5,92.12
6257-RJOHI,51-65,4521,Stayed,Not Applicable,N/A,50.8,209.82
5832-TRLPB,20-35,4422,Stayed,Not Applicable,N/A,75.35,2348.67
6260-ONULR,51-65,2438,Joined,Not Applicable,N/A,62.8,104.99
6275-YDUVO,51-65,2969,Churned,Attitude,Attitude of service provider,86.2,226.8
5834-ASPWA,51-65,5518,Churned,Competitor,Competitor made better offer,75.45,87.03
6288-LBEAR,20-35,3619,Stayed,Not Applicable,N/A,79.1,2132.89
5835-BEQEU,36-50,4428,Churned,Competitor,Competitor made better offer,76.95,353.54
6304-IJFSQ,51-65,5585,Churned,Other,Moved,49.9,269.81
6347-DCUIK,20-35,4231,Churned,Attitude,Attitude of support person,74.15,1104.2
6366-XIVKZ,36-50,5916,Stayed,Not Applicable,N/A,63.15,1326.4
6390-DSAZX,20-35,2565,Churned,Competitor,Competitor made better offer,73.6,79.79
6402-EJMWF,20-35,3684,Stayed,Not Applicable,N/A,55.3,322.62
5843-TTHGI,20-35,4952,Stayed,Not Applicable,N/A,50,1254.64
6402-ZFPPI,Over 65,4969,Churned,Price,Price too high,102.8,3572.7
6439-LAJXL,36-50,2452,Stayed,Not Applicable,N/A,68.95,905.61
5845-BZZIB,36-50,4517,Stayed,Not Applicable,N/A,20.1,1027.94
6595-COKXZ,51-65,4879,Churned,Attitude,Attitude of service provider,44.45,92.76
6618-RYATB,51-65,5571,Churned,Price,Price too high,79.55,84.65
6620-JDYNW,51-65,4459,Stayed,Not Applicable,N/A,60.6,1353.81
6629-CZTTH,51-65,4629,Churned,Dissatisfaction,Product dissatisfaction,55.7,103.92
6682-QJDGB,20-35,2810,Churned,Competitor,Competitor made better offer,55.25,2462.4
6856-RAURS,36-50,2044,Joined,Not Applicable,N/A,74.9,218.21
6888-SBYAI,51-65,3007,Joined,Not Applicable,N/A,50.7,88.75
5850-BDWCY,51-65,5029,Stayed,Not Applicable,N/A,20.2,382.73
6898-MDLZW,51-65,5385,Stayed,Not Applicable,N/A,53.75,670.25
6921-OZMFH,36-50,3598,Stayed,Not Applicable,N/A,55.7,354.25
6942-LBFDP,20-35,5629,Joined,Not Applicable,N/A,20.55,67
6982-UQZLY,Over 65,3817,Churned,Attitude,Attitude of support person,20.85,43.71
6986-IJDHX,20-35,3364,Churned,Competitor,Competitor had better devices,86.3,4835.75
5858-EAFCZ,36-50,3498,Joined,Not Applicable,N/A,44.45,67.79
7000-WCEVQ,Over 65,3866,Churned,Price,Long distance charges,61.6,1716.55
7055-HNEOJ,20-35,2662,Joined,Not Applicable,N/A,55.8,167.12
7065-YUNRY,20-35,3049,Churned,Competitor,Competitor made better offer,45.3,85.24
5863-OOKCL,51-65,5949,Stayed,Not Applicable,N/A,18.85,573.6
7136-IHZJA,20-35,5807,Stayed,Not Applicable,N/A,71.35,4012.8
5868-CZJDR,36-50,3605,Churned,Attitude,Attitude of service provider,31.35,111.35
7147-AYBAA,51-65,5402,Stayed,Not Applicable,N/A,70.35,3619.98
7235-NXZCP,Over 65,5378,Churned,Competitor,Competitor made better offer,74.85,247.22
5868-YWPDW,Over 65,5834,Churned,Dissatisfaction,Limited range of services,84.2,761.79
7298-IZWLY,36-50,2742,Joined,Not Applicable,N/A,19.4,43.37
7343-EOBEU,Under 20,5587,Joined,Not Applicable,N/A,23.6,131.35
7410-KTVFV,51-65,2815,Churned,Competitor,Competitor had better devices,49.55,1221.25
5875-YPQFJ,51-65,5367,Churned,Competitor,Competitor offered higher download speeds,69.9,115.56
7410-OIEDU,20-35,5983,Stayed,Not Applicable,N/A,79.85,1371.15
5876-HZVZM,51-65,4914,Churned,Attitude,Attitude of service provider,55.9,482.41
7526-IVLYU,36-50,4852,Joined,Not Applicable,N/A,19.65,175.12
7551-DACSP,36-50,3878,Churned,Competitor,Competitor made better offer,55.3,335.41
5879-HMFFH,36-50,6247,Stayed,Not Applicable,N/A,88.05,9247.85
7623-TRNQN,20-35,3113,Churned,Price,Extra data charges,49.9,89.5
5879-SESNB,20-35,5902,Stayed,Not Applicable,N/A,75.25,1260.34
7663-RGWBC,36-50,4773,Churned,Other,Don't know,44.15,52.92
7669-LCRSD,36-50,2047,Stayed,Not Applicable,N/A,56.3,835.89
5883-GTGVD,51-65,3670,Churned,Competitor,Competitor had better devices,99.95,1973.36
7707-PYBBH,36-50,2520,Stayed,Not Applicable,N/A,61.9,4126.3
7742-MYPGI,36-50,4538,Stayed,Not Applicable,N/A,48.8,594.05
5884-GCYMI,51-65,2847,Churned,Competitor,Competitor made better offer,69.4,107.93
7766-CLTIC,51-65,4323,Stayed,Not Applicable,N/A,60.95,713.05
5886-VLQVU,20-35,4945,Stayed,Not Applicable,N/A,89.85,4050.25
7794-JASDG,36-50,2250,Joined,Not Applicable,N/A,50.75,96.52
7839-QRKXN,51-65,4197,Churned,Price,Long distance charges,20.2,68.45
5889-JTMUL,Over 65,5863,Churned,Price,Price too high,95.05,6516.7
7876-BEUTG,20-35,2577,Stayed,Not Applicable,N/A,48.8,1118.2
5889-LFOLL,20-35,2659,Churned,Competitor,Competitor offered more data,84.6,1582.68
7929-DMBCV,36-50,4741,Stayed,Not Applicable,N/A,81,1911.5
5893-KCLGT,51-65,5478,Stayed,Not Applicable,N/A,19.75,2636.14
7952-OBOYL,20-35,4096,Joined,Not Applicable,N/A,89.85,319.75
7989-CHGTL,51-65,3448,Churned,Competitor,Competitor made better offer,19.6,33.77
5895-QSXOD,36-50,3522,Stayed,Not Applicable,N/A,70.05,1091.75
8033-ATFAS,20-35,3900,Stayed,Not Applicable,N/A,59.85,4218.96
5896-NPFWW,20-35,3273,Churned,Competitor,Competitor made better offer,50.15,208.77
8042-JVNFH,20-35,5730,Churned,Attitude,Attitude of support person,71.35,106.63
8073-IJDCM,36-50,3830,Churned,Price,Long distance charges,20.3,46.67
5898-IGSLP,36-50,2132,Stayed,Not Applicable,N/A,89.3,3466.56
8097-VBQTZ,51-65,6092,Stayed,Not Applicable,N/A,69.9,5374.78
8120-JDCAM,36-50,3708,Stayed,Not Applicable,N/A,69.55,433.82
5899-OUVKV,51-65,3949,Stayed,Not Applicable,N/A,94.5,4402.72
8128-YVJRG,51-65,4513,Churned,Attitude,Attitude of support person,79.65,886.94
8132-YPVBX,20-35,3291,Stayed,Not Applicable,N/A,85.95,758.44
8217-QYOHV,20-35,4545,Stayed,Not Applicable,N/A,55.75,421.55
8224-IVVPA,20-35,4472,Stayed,Not Applicable,N/A,56.7,2333.62
8229-TNIQA,36-50,3443,Churned,Other,Don't know,45.3,356.55
5908-QMGOE,Over 65,4553,Churned,Competitor,Competitor had better devices,74.2,1443.54
8262-COGGB,51-65,5384,Joined,Not Applicable,N/A,20.45,32.06
5909-ECHUI,36-50,3065,Churned,Price,Lack of affordable download/upload speed,56.25,82.39
8267-KFGYD,51-65,3389,Joined,Not Applicable,N/A,21.05,31.19
8280-MQRQN,36-50,2806,Churned,Dissatisfaction,Network reliability,50.45,74.15
5914-DVBWJ,Over 65,5145,Churned,Competitor,Competitor offered more data,85.45,1548.33
8295-FHIVV,51-65,5873,Stayed,Not Applicable,N/A,19.4,232.98
8305-VHZBZ,51-65,4325,Churned,Price,Long distance charges,20.2,33.47
8364-TRMMK,51-65,2876,Churned,Dissatisfaction,Lack of self-service on Website,50.65,218.98
8485-GJCDN,Over 65,3368,Churned,Competitor,Competitor made better offer,69.05,468.75
8498-XXGWA,51-65,6205,Stayed,Not Applicable,N/A,55.15,4972.5
8565-CLBZW,20-35,2050,Churned,Competitor,Competitor made better offer,89.85,2836.33
5917-HBSDW,20-35,2360,Stayed,Not Applicable,N/A,19.35,782.91
8566-YPRGL,51-65,5279,Joined,Not Applicable,N/A,19.5,52.52
8681-ICONS,20-35,4667,Stayed,Not Applicable,N/A,20.65,1369.41
8710-YGLWG,36-50,2451,Joined,Not Applicable,N/A,44.9,60.66
5919-TMRGD,20-35,2483,Churned,Competitor,Competitor had better devices,79.35,92.48
8773-HHUOZ,20-35,3022,Churned,Competitor,Competitor offered higher download speeds,64.7,1782.45
5919-VCZYM,Under 20,4394,Joined,Not Applicable,N/A,20.05,123.26
8782-LKFPK,36-50,4751,Stayed,Not Applicable,N/A,90.4,6039.48
5921-NGYRH,36-50,5018,Stayed,Not Applicable,N/A,73.55,7840.34
8821-XNHVZ,51-65,2943,Churned,Competitor,Competitor made better offer,80.05,119.84
5922-ABDVO,20-35,3046,Churned,Attitude,Attitude of support person,89.65,2253.54
8824-RWFXJ,20-35,2539,Churned,Competitor,Competitor had better devices,56.15,256.02
5923-GXUOC,36-50,5035,Churned,Competitor,Competitor made better offer,104.4,1165.25
8844-TONUD,51-65,5295,Churned,Competitor,Competitor had better devices,96.65,1755.65
5924-IFQTT,20-35,2862,Stayed,Not Applicable,N/A,72.8,1109.06
8868-GAGIO,36-50,3289,Stayed,Not Applicable,N/A,84.55,4739.95
5924-SNGKP,36-50,3972,Stayed,Not Applicable,N/A,20.25,1089.23
8873-GLDMH,36-50,4220,Stayed,Not Applicable,N/A,73.85,567.44
5928-QLDHB,36-50,2062,Stayed,Not Applicable,N/A,76.25,997.6
8887-IPQNC,51-65,5014,Stayed,Not Applicable,N/A,44.25,533.46
8896-BQTTI,36-50,2371,Joined,Not Applicable,N/A,25,28.39
5931-FLJJF,Over 65,3669,Churned,Attitude,Attitude of service provider,70.1,559.67
8937-RDTHP,36-50,2484,Churned,Dissatisfaction,Poor expertise of phone support,84.6,111.45
5934-RMPOV,20-35,4240,Stayed,Not Applicable,N/A,84.75,2558.81
8943-URTMR,51-65,5082,Churned,Price,Lack of affordable download/upload speed,79.65,210.78
8950-MTZNV,51-65,3256,Joined,Not Applicable,N/A,44.95,58.58
5935-FCCNB,Over 65,4425,Stayed,Not Applicable,N/A,94.2,2118.98
8981-FJGLA,51-65,4886,Stayed,Not Applicable,N/A,78,1370.12
5937-EORGB,Over 65,2394,Stayed,Not Applicable,N/A,96.5,1734.7
8988-ECPJR,Over 65,3980,Churned,Dissatisfaction,Product dissatisfaction,79.6,3596.86
9025-ZRPVR,51-65,5403,Churned,Attitude,Attitude of support person,18.95,633.26
9039-ZVJDC,36-50,4905,Joined,Not Applicable,N/A,19.1,102.01
5940-AHUHD,20-35,3338,Churned,Attitude,Attitude of support person,70.6,115.19
9063-ZGTUY,20-35,4221,Churned,Price,Long distance charges,19.4,4005.02
5940-NFXKV,51-65,3427,Churned,Competitor,Competitor made better offer,83.65,1863.46
9103-TCIHJ,51-65,4519,Churned,Price,Price too high,55.7,1509.7
9108-EJFJP,20-35,4504,Joined,Not Applicable,N/A,53.55,69.61
9117-SHLZX,36-50,3571,Churned,Dissatisfaction,Poor expertise of phone support,45.7,56.11
9124-LHCJQ,20-35,2318,Churned,Price,Price too high,85.45,116.48
5948-UJZLF,20-35,3805,Joined,Not Applicable,N/A,49.25,178.5
9214-EKVXR,51-65,4138,Joined,Not Applicable,N/A,44,70.15
9318-NKNFC,51-65,4132,Churned,Dissatisfaction,Service dissatisfaction,18.85,59.34
5949-HGVJL,20-35,2753,Stayed,Not Applicable,N/A,73.05,2567.97
9364-YKUVW,51-65,2681,Stayed,Not Applicable,N/A,19.8,551.35
5949-XIKAE,20-35,2879,Churned,Dissatisfaction,Product dissatisfaction,83.55,938.61
9391-TTOYH,20-35,5652,Stayed,Not Applicable,N/A,19.5,791.74
9430-FRQOC,20-35,5587,Churned,Competitor,Competitor made better offer,87.1,471.29
9512-PHSMG,20-35,4907,Stayed,Not Applicable,N/A,20.55,356.95
5954-BDFSG,36-50,4708,Stayed,Not Applicable,N/A,107.5,8595.54
9552-TGUZV,51-65,5413,Stayed,Not Applicable,N/A,75,823.46
9617-INGJY,20-35,3530,Joined,Not Applicable,N/A,70.6,106.72
5955-ERIHD,51-65,2206,Churned,Price,Long distance charges,94.7,2254.77
9629-NHXFW,51-65,3160,Joined,Not Applicable,N/A,19.4,68.19
5956-VKDTT,Over 65,5273,Churned,Dissatisfaction,Product dissatisfaction,74.35,563.6
9667-TKTVZ,36-50,4916,Joined,Not Applicable,N/A,54.35,168.67
5956-YHHRX,Over 65,4934,Stayed,Not Applicable,N/A,104.35,2924.96
9696-RMYBA,51-65,5225,Stayed,Not Applicable,N/A,80.1,460.3
9714-EDSUC,20-35,3094,Stayed,Not Applicable,N/A,94.9,406.55
9788-YTFGE,36-50,3331,Stayed,Not Applicable,N/A,19.95,244.52
5960-WPXQM,20-35,3555,Churned,Competitor,Competitor made better offer,79.05,110.39
9867-NNXLC,36-50,5555,Stayed,Not Applicable,N/A,20.05,1216.44
9873-MNDKV,51-65,4492,Stayed,Not Applicable,N/A,44.65,793.01
9943-VSZUV,Over 65,5823,Stayed,Not Applicable,N/A,75.7,7733.48
9985-MWVIX,51-65,5773,Churned,Competitor,Competitor had better devices,70.15,112.24
9992-UJOEL,20-35,5870,Joined,Not Applicable,N/A,50.3,129.99
5973-EJGDP,20-35,4899,Stayed,Not Applicable,N/A,87.35,4550.01
5976-JCJRH,36-50,2162,Churned,Dissatisfaction,Limited range of services,70.3,1055.4
5980-NOPLP,Under 20,5606,Churned,Competitor,Competitor offered higher download speeds,96.1,4858.66
5981-ITEMU,51-65,3099,Churned,Competitor,Competitor offered more data,97.1,4318.3
5982-FPVQN,36-50,3407,Stayed,Not Applicable,N/A,95.15,5050.96
5989-AXPUC,20-35,4175,Stayed,Not Applicable,N/A,118.6,8039.2
5989-PGKJB,36-50,3511,Stayed,Not Applicable,N/A,86.25,1696.9
5995-OIGLP,36-50,3043,Churned,Price,Extra data charges,56.65,750.49
5995-SNNEW,Over 65,5883,Stayed,Not Applicable,N/A,104.45,3284.68
5996-NRVXR,Over 65,4332,Stayed,Not Applicable,N/A,98.15,4694.91
5998-DZLYR,51-65,4676,Stayed,Not Applicable,N/A,94.35,7206.66
5998-VVEJY,20-35,2729,Churned,Other,Moved,80.5,2716.96
6000-APYLU,36-50,3890,Churned,Competitor,Competitor offered more data,80.8,896.16
6000-UKLWI,36-50,4982,Stayed,Not Applicable,N/A,20.15,2279.56
6005-OBZPH,Over 65,4074,Churned,Other,Don't know,89.15,2513.99
6016-LVTJQ,36-50,5099,Stayed,Not Applicable,N/A,20.65,1044.84
6017-PPLPX,36-50,4773,Churned,Competitor,Competitor had better devices,70.45,1800.75
6022-UGGSO,Over 65,2091,Churned,Competitor,Competitor had better devices,74.4,3295.68
6023-YEBUP,20-35,5351,Churned,Competitor,Competitor had better devices,100.95,375.77
6029-WTIPC,Over 65,4424,Churned,Competitor,Competitor made better offer,101.1,5152.27
6032-KRXXO,20-35,5654,Churned,Competitor,Competitor made better offer,90.25,3657.15
6035-BXTTY,Over 65,4045,Stayed,Not Applicable,N/A,54.65,2477.54
6036-TTFYU,36-50,4298,Stayed,Not Applicable,N/A,19.6,1037.38
6040-CGACY,36-50,3195,Stayed,Not Applicable,N/A,19.6,897.45
6047-SUHPR,51-65,3093,Stayed,Not Applicable,N/A,59.8,3022.05
6047-YHPVI,51-65,2454,Churned,Competitor,Competitor had better devices,69.7,379.9
6050-FFXES,51-65,5268,Stayed,Not Applicable,N/A,105.35,8304.26
6060-DRTNL,Over 65,3305,Churned,Competitor,Competitor had better devices,84.85,572.3
6060-QBMGV,20-35,4442,Stayed,Not Applicable,N/A,19.85,1634.03
6077-BDPXA,51-65,2228,Joined,Not Applicable,N/A,70.15,211.09
6080-TCMYC,51-65,5370,Stayed,Not Applicable,N/A,81.2,3433.1
6082-GLJIX,36-50,4769,Stayed,Not Applicable,N/A,19.25,895.29
6087-MVHJH,36-50,5186,Churned,Other,Don't know,88.45,1846.9
6088-BXMRG,51-65,3149,Stayed,Not Applicable,N/A,98.85,3858.88
6092-QZVPP,20-35,4830,Stayed,Not Applicable,N/A,79.2,4425.31
6097-EQISJ,36-50,4688,Churned,Competitor,Competitor had better devices,102.45,9963.97
6100-QQHEB,36-50,5775,Churned,Other,Moved,92.55,1816.17
6101-IMRMM,51-65,3469,Churned,Dissatisfaction,Network reliability,94.5,684.93
6103-BOCOU,36-50,4501,Stayed,Not Applicable,N/A,80.7,2729.64
6103-QCKFX,36-50,3918,Stayed,Not Applicable,N/A,56.25,4367.57
6108-OQZDQ,20-35,2570,Churned,Attitude,Attitude of service provider,97.95,424.42
6110-OHIHY,20-35,4183,Churned,Competitor,Competitor offered higher download speeds,79.25,426.88
6116-RFVHN,20-35,3744,Stayed,Not Applicable,N/A,100.45,4614.51
6124-ACRHJ,51-65,4099,Joined,Not Applicable,N/A,19.75,61.03
6127-ISGTU,20-35,3075,Churned,Attitude,Attitude of support person,84.95,1487.37
6128-CZOMY,36-50,4689,Churned,Competitor,Competitor offered higher download speeds,45.65,82.64
6131-FOYAS,36-50,2187,Stayed,Not Applicable,N/A,59.6,2816.25
6131-IUNXN,36-50,3636,Stayed,Not Applicable,N/A,20.2,1273.49
6133-OZILE,36-50,5381,Stayed,Not Applicable,N/A,35.2,657.3
6135-OZQVA,36-50,4389,Stayed,Not Applicable,N/A,53.65,687.29
6141-OOXUQ,36-50,5717,Churned,Dissatisfaction,Service dissatisfaction,19.65,36.9
6147-CBCRA,20-35,5759,Stayed,Not Applicable,N/A,20.05,806.4
6152-ONASV,36-50,4620,Stayed,Not Applicable,N/A,58.25,6934.98
6156-UZDLF,Under 20,5689,Stayed,Not Applicable,N/A,87.15,3466.44
6161-UUUTA,Over 65,4367,Churned,Price,Price too high,79.9,269.84
6164-HXUGH,36-50,5060,Stayed,Not Applicable,N/A,19.85,158.18
6166-YIPFO,20-35,6075,Stayed,Not Applicable,N/A,64.7,4886.05
6168-WFVVF,Over 65,5165,Churned,Competitor,Competitor made better offer,70.3,252.12
6168-YBYNP,Under 20,6047,Stayed,Not Applicable,N/A,111.35,9358.83
6171-ZTVYB,36-50,2168,Stayed,Not Applicable,N/A,66.25,4023.24
6172-FECYY,51-65,4639,Churned,Competitor,Competitor offered more data,84.5,6195.25
6173-ITPWD,20-35,2516,Churned,Dissatisfaction,Product dissatisfaction,83.35,5029.38
6175-IRFIT,20-35,2610,Stayed,Not Applicable,N/A,78.75,600.9
6178-KFNHS,20-35,3545,Churned,Competitor,Competitor offered higher download speeds,78.3,1338.85
6198-RTPMF,36-50,4756,Stayed,Not Applicable,N/A,92.6,1736.44
6198-ZFIOJ,36-50,3469,Stayed,Not Applicable,N/A,75.6,509
6207-WIOLX,20-35,4190,Churned,Attitude,Attitude of support person,58.6,1498.17
